name,year,expenses,degree,enrollment,level,control
Southeast Missouri Hospital College of Nursing and Health Sciences,2007,3660,0,410,At least 2 but less than 4 years,Private not-for-profit
Medtech Institute,2012,3659,0,410,At least 2 but less than 4 years,Private for-profit
Wentworth Military Academy & Junior College,2013,3659,0,409,At least 2 but less than 4 years,Private not-for-profit
Eastern Shore Community College,2007,3658,0,409,At least 2 but less than 4 years,Public
Vatterott College-St Joseph,2009,3658,0,409,At least 2 but less than 4 years,Private for-profit
Empire Beauty School-Tucson,2008,3657,0,408,Less than 2 years (below associate),Private for-profit
Rolla Technical Institute,2011,3655,0,408,At least 2 but less than 4 years,Public
Graham Webb International Academy of Hair,2012,3655,0,408,Less than 2 years (below associate),Private for-profit
Eastern Shore Community College,2011,3653,0,408,At least 2 but less than 4 years,Public
Arizona State University-West,2006,3651,0,408,Four or more years,Public
Carrington College-Boise,2013,3650,0,407,At least 2 but less than 4 years,Private for-profit
Carrington College-Phoenix Westside,2011,3645,0,407,At least 2 but less than 4 years,Private for-profit
Paul Mitchell the School-Woodbridge,2013,3644,0,407,Less than 2 years (below associate),Private for-profit
Appalachian School of Law,2008,3643,0,406,Four or more years,Private not-for-profit
Everest College-Earth City,2010,3643,0,405,Less than 2 years (below associate),Private for-profit
Rolla Technical Institute,2009,3642,0,404,At least 2 but less than 4 years,Public
Cortiva Institute-Scottsdale,2009,3641,0,403,Less than 2 years (below associate),Private for-profit
Eastern Shore Community College,2006,3640,0,402,At least 2 but less than 4 years,Public
American College of Hair Design Inc,2006,3639,0,401,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2008,3638,0,400,Less than 2 years (below associate),Private for-profit
Arizona Board of Regents,2012,3638,0,400,Less than 2 years (below associate),Public
South Central Career Center,2009,3637,0,399,Less than 2 years (below associate),Public
Logan University,2006,3636,0,399,Four or more years,Private not-for-profit
Bar Palma Beauty Careers Academy,2012,3634,0,399,Less than 2 years (below associate),Private for-profit
Scottsdale Community College,2013,3634,0,398,At least 2 but less than 4 years,Public
Cass Career Center,2011,3633,0,398,Less than 2 years (below associate),Public
Regency Beauty Institute-Independence,2012,3630,0,397,Four or more years,Private for-profit
Linn State Technical College,2006,3626,0,396,At least 2 but less than 4 years,Public
Turning Point Beauty College,2009,3624,0,396,Less than 2 years (below associate),Private for-profit
Westwood College-Annandale,2007,3622,0,394,Four or more years,Private for-profit
Rudy & Kelly Academy of Hair and Nails,2013,3620,0,393,Less than 2 years (below associate),Private for-profit
Texas County Technical College,2008,3615,0,393,At least 2 but less than 4 years,Private not-for-profit
Regency Beauty Institute-Newport News,2013,3615,0,393,Less than 2 years (below associate),Private for-profit
Paul D Camp Community College,2013,3614,0,392,At least 2 but less than 4 years,Public
St Charles Community College,2013,3613,0,392,At least 2 but less than 4 years,Public
Turning Point Beauty College,2013,3613,0,392,Less than 2 years (below associate),Private for-profit
Wentworth Military Academy & Junior College,2011,3609,0,392,At least 2 but less than 4 years,Private not-for-profit
St Louis Hair Academy,2013,3607,0,392,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2007,3606,0,391,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2013,3606,0,391,Less than 2 years (below associate),Private for-profit
Maricopa Skill Center,2009,3604,0,391,Less than 2 years (below associate),Public
Brookline College-Phoenix,2006,3599,0,390,Four or more years,Private for-profit
Hair Academy 110,2013,3598,0,390,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2009,3596,0,389,Less than 2 years (below associate),Private for-profit
Conservatory of Recording Arts and Sciences,2010,3595,0,389,Less than 2 years (below associate),Private for-profit
Aquinas Institute of Theology,2007,3590,0,389,Four or more years,Private not-for-profit
Empire Beauty School-Avondale,2013,3589,0,388,Less than 2 years (below associate),Private for-profit
Fortis College-Richmond,2013,3589,0,388,At least 2 but less than 4 years,Private for-profit
Covenant Theological Seminary,2009,3584,0,388,Four or more years,Private not-for-profit
Centura College-Norfolk,2010,3582,0,387,At least 2 but less than 4 years,Private for-profit
Cortiva Institute-Scottsdale,2008,3576,0,387,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2009,3574,0,387,Less than 2 years (below associate),Private for-profit
Dominion School of Hair Design,2008,3573,0,386,Less than 2 years (below associate),Private for-profit
Maricopa Skill Center,2008,3573,0,386,Less than 2 years (below associate),Public
Averett University-Non-Traditional Programs,2007,3569,0,386,Four or more years,Private not-for-profit
Westwood College-Arlington Ballston,2008,3568,0,385,Four or more years,Private for-profit
Clinton Technical School,2013,3567,0,384,Less than 2 years (below associate),Public
Tohono O'Odham Community College,2008,3563,0,384,At least 2 but less than 4 years,Public
Westwood College-Arlington Ballston,2007,3563,0,383,Four or more years,Private for-profit
Crowder College,2012,3563,0,383,At least 2 but less than 4 years,Public
Professional Massage Training Center,2013,3562,0,382,Less than 2 years (below associate),Private for-profit
Donna's Academy of Hair Design,2012,3560,0,382,Four or more years,Private for-profit
Franklin Technology-MSSU,2011,3558,0,382,Less than 2 years (below associate),Public
Everest College-Earth City,2011,3555,0,381,Less than 2 years (below associate),Private for-profit
Fortis College-Richmond,2006,3554,0,380,At least 2 but less than 4 years,Private for-profit
Wentworth Military Academy & Junior College,2009,3553,0,380,At least 2 but less than 4 years,Private not-for-profit
North Idaho College,2008,3552,0,380,At least 2 but less than 4 years,Public
Eastern Shore Community College,2009,3551,0,380,At least 2 but less than 4 years,Public
Forest Institute of Professional Psychology,2007,3550,0,379,Four or more years,Private not-for-profit
Cosmetology Concepts Institute,2007,3547,0,379,Less than 2 years (below associate),Private for-profit
North Idaho College,2009,3547,0,379,At least 2 but less than 4 years,Public
Washington County Adult Skill Center,2011,3546,0,376,Less than 2 years (below associate),Public
Midwestern Baptist Theological Seminary,2009,3545,0,375,Four or more years,Private not-for-profit
Culpeper Cosmetology Training Center,2010,3543,0,375,Less than 2 years (below associate),Public
Eastern Shore Community College,2008,3541,0,375,At least 2 but less than 4 years,Public
Bryan University,2012,3539,0,374,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2011,3535,0,374,Less than 2 years (below associate),Private for-profit
Northland Pioneer College,2013,3530,0,372,At least 2 but less than 4 years,Public
Midwestern Baptist Theological Seminary,2010,3529,0,372,Four or more years,Private not-for-profit
Toni & Guy Hairdressing Academy-Coeur D Alene,2011,3527,0,372,At least 2 but less than 4 years,Private for-profit
Central Arizona College,2013,3526,0,371,At least 2 but less than 4 years,Public
Hair Academy 110,2011,3524,0,371,Less than 2 years (below associate),Private for-profit
Gateway Community College,2010,3524,0,371,At least 2 but less than 4 years,Public
Dominion School of Hair Design,2009,3518,0,370,Less than 2 years (below associate),Private for-profit
Forest Institute of Professional Psychology,2006,3518,0,370,Four or more years,Private not-for-profit
Everest College-Mesa,2007,3516,0,369,Four or more years,Private for-profit
Argosy University-Washington DC,2010,3515,0,369,Four or more years,Private for-profit
GateWay Community College,2013,3514,0,369,At least 2 but less than 4 years,Public
Yavapai College,2013,3514,0,369,At least 2 but less than 4 years,Public
Arizona Automotive Institute,2007,3512,0,368,Less than 2 years (below associate),Private for-profit
Northland Career Center,2013,3511,0,366,Less than 2 years (below associate),Public
Regency Beauty Institute-North Tucson,2012,3510,0,365,Less than 2 years (below associate),Private for-profit
Central College of Cosmetology,2012,3510,0,365,Four or more years,Private for-profit
Aquinas Institute of Theology,2006,3507,0,364,Four or more years,Private not-for-profit
Washington County Adult Skill Center,2006,3503,0,363,Less than 2 years (below associate),Public
Regency Beauty Institute-North Tucson,2013,3500,0,363,Less than 2 years (below associate),Private for-profit
Roberto-Venn School of Luthiery,2006,3500,0,363,Less than 2 years (below associate),Private for-profit
Brillare Hairdressing Academy,2013,3498,0,363,Less than 2 years (below associate),Private for-profit
Franklin Technology-MSSU,2006,3496,0,362,Less than 2 years (below associate),Public
WellSpring School of Allied Health-Kansas City,2010,3495,0,362,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2007,3493,0,361,At least 2 but less than 4 years,Private for-profit
Northland Career Center,2009,3488,0,361,Less than 2 years (below associate),Public
Cortiva Institute-Scottsdale,2006,3485,0,361,Less than 2 years (below associate),Private for-profit
Skyline College-Roanoke,2009,3485,0,360,Four or more years,Private for-profit
Arizona Academy of Beauty-North,2012,3485,0,360,Less than 2 years (below associate),Private for-profit
Tohono O'Odham Community College,2007,3485,0,360,At least 2 but less than 4 years,Public
St Louis College of Pharmacy,2006,3483,0,359,Four or more years,Private not-for-profit
Empire Beauty School-Richmond,2010,3483,0,359,Less than 2 years (below associate),Private for-profit
South University̢����Richmond,2010,3478,0,358,Four or more years,Private for-profit
North Idaho College,2007,3478,0,358,At least 2 but less than 4 years,Public
Forest Institute of Professional Psychology,2010,3472,0,358,Four or more years,Private not-for-profit
Northland Career Center,2008,3472,0,358,Less than 2 years (below associate),Public
Empire Beauty School-North Tucson,2007,3472,0,358,Less than 2 years (below associate),Private for-profit
Nevada Regional Technical Center,2008,3470,0,357,Less than 2 years (below associate),Public
South Mountain Community College,2013,3470,0,357,At least 2 but less than 4 years,Public
Tohono O'Odham Community College,2011,3467,0,357,At least 2 but less than 4 years,Public
Sikeston Career and Technology Center,2011,3465,0,357,Less than 2 years (below associate),Public
Arizona School of Acupuncture and Oriental Medicine,2009,3465,0,356,Four or more years,Private for-profit
Lake Career and Technical Center,2013,3464,0,356,Less than 2 years (below associate),Public
Pima Medical Institute-Mesa,2012,3458,0,356,At least 2 but less than 4 years,Private for-profit
Regency Beauty Institute-Metro Center,2010,3458,0,355,Less than 2 years (below associate),Private for-profit
St Louis College of Health Careers-St Louis,2013,3458,0,355,At least 2 but less than 4 years,Private for-profit
Dabney S Lancaster Community College,2013,3457,0,354,At least 2 but less than 4 years,Public
Avalon School of Cosmetology-Mesa,2011,3456,0,353,Less than 2 years (below associate),Private for-profit
Cape Girardeau Career and Technology Center,2012,3455,0,352,At least 2 but less than 4 years,Public
Regency Beauty Institute-St Peters,2010,3451,0,351,Less than 2 years (below associate),Private for-profit
Regency Beauty Institute-Tolleson,2010,3451,0,351,Less than 2 years (below associate),Private for-profit
Paul D Camp Community College,2007,3450,0,350,At least 2 but less than 4 years,Public
Southside Virginia Community College,2012,3449,0,350,At least 2 but less than 4 years,Public
Regency Beauty Institute-Independence,2007,3449,0,349,Less than 2 years (below associate),Private for-profit
Sylvain Melloul International Hair Academy,2010,3448,0,348,Less than 2 years (below associate),Private for-profit
Dabney S Lancaster Community College,2006,3445,0,346,At least 2 but less than 4 years,Public
HDS Truck Driving Institute,2010,3442,0,346,Less than 2 years (below associate),Private for-profit
Regency Beauty Institute-East Tucson,2013,3439,0,346,Less than 2 years (below associate),Private for-profit
Washington County Adult Skill Center,2009,3437,0,345,Less than 2 years (below associate),Public
Southwest Virginia Community College,2013,3435,0,345,At least 2 but less than 4 years,Public
North Idaho College,2010,3434,0,344,At least 2 but less than 4 years,Public
Cosmetology Concepts Institute,2011,3428,0,344,Less than 2 years (below associate),Private for-profit
Vatterott College-Joplin,2008,3428,0,343,At least 2 but less than 4 years,Private for-profit
Phoenix Institute of Herbal Medicine & Acupuncture,2007,3428,0,343,Four or more years,Private for-profit
Paul D Camp Community College,2008,3426,0,342,At least 2 but less than 4 years,Public
St Charles Community College,2011,3426,0,342,At least 2 but less than 4 years,Public
Crowder College,2013,3424,0,341,At least 2 but less than 4 years,Public
Joseph Charles Institute of Cosmetology,2012,3423,0,341,At least 2 but less than 4 years,Private for-profit
South University̢����Virginia Beach,2010,3423,0,341,Four or more years,Private for-profit
American College of Hair Design Inc,2007,3421,0,341,Less than 2 years (below associate),Private for-profit
Virginia School of Massage,2013,3420,0,341,Less than 2 years (below associate),Private for-profit
Southside Virginia Community College,2013,3419,0,340,At least 2 but less than 4 years,Public
Argosy University-Washington DC,2009,3418,0,340,Four or more years,Private for-profit
Vatterott College-Kansas City,2006,3414,0,339,At least 2 but less than 4 years,Private for-profit
Tohono O'Odham Community College,2006,3413,0,339,At least 2 but less than 4 years,Public
Paul D Camp Community College,2009,3412,0,339,At least 2 but less than 4 years,Public
Arizona Automotive Institute,2013,3410,0,338,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2007,3409,0,337,Less than 2 years (below associate),Private for-profit
South Mountain Community College,2008,3409,0,337,At least 2 but less than 4 years,Public
Avalon School of Cosmetology-Phoenix,2011,3407,0,336,Less than 2 years (below associate),Private for-profit
Mountain Empire Community College,2013,3407,0,334,At least 2 but less than 4 years,Public
Wards Corner Beauty Academy-Norfolk,2007,3405,0,334,Less than 2 years (below associate),Private for-profit
Wards Corner Beauty Academy-Virginia Beach,2007,3403,0,333,Less than 2 years (below associate),Private for-profit
South Mountain Community College,2012,3402,0,333,At least 2 but less than 4 years,Public
Gateway Community College,2009,3402,0,332,At least 2 but less than 4 years,Public
Lex La-Ray Technical Center,2011,3401,0,331,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2013,3401,0,330,At least 2 but less than 4 years,Public
Southwest Virginia Community College,2007,3400,0,330,At least 2 but less than 4 years,Public
Empire Beauty School-Paradise Valley,2011,3398,0,330,Less than 2 years (below associate),Private for-profit
Aveda Institute-Boise,2013,3397,0,330,At least 2 but less than 4 years,Private for-profit
ITT Technical Institute-Springfield,2006,3395,0,329,Four or more years,Private for-profit
Conservatory of Recording Arts and Sciences,2011,3394,0,329,Less than 2 years (below associate),Private for-profit
St Louis College of Health Careers-Fenton,2009,3394,0,329,At least 2 but less than 4 years,Private for-profit
Empire Beauty School-Chandler,2007,3394,0,329,Less than 2 years (below associate),Private for-profit
Lebanon Technology and Career Center,2010,3390,0,329,Less than 2 years (below associate),Public
Lebanon Technology and Career Center,2009,3386,0,328,Less than 2 years (below associate),Public
HDS Truck Driving Institute,2008,3383,0,327,Less than 2 years (below associate),Private for-profit
Skyline College-Roanoke,2008,3382,0,327,Four or more years,Private for-profit
Aveda Institute-Tucson,2013,3382,0,327,Less than 2 years (below associate),Private for-profit
Roberto-Venn School of Luthiery,2013,3382,0,326,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2009,3380,0,326,Less than 2 years (below associate),Private for-profit
Paul D Camp Community College,2006,3380,0,325,At least 2 but less than 4 years,Public
eClips School of Cosmetology and Barbering,2013,3380,0,324,Less than 2 years (below associate),Private for-profit
Arizona Automotive Institute,2008,3380,0,324,Less than 2 years (below associate),Private for-profit
St Charles Community College,2010,3377,0,323,At least 2 but less than 4 years,Public
Cosmetology Concepts Institute,2013,3375,0,323,Less than 2 years (below associate),Private for-profit
Woodrow Wilson Rehabilitation Center,2012,3375,0,323,Less than 2 years (below associate),Public
Dabney S Lancaster Community College,2011,3373,0,322,At least 2 but less than 4 years,Public
Everest College-Mesa,2008,3372,0,322,Four or more years,Private for-profit
Franklin Technology-MSSU,2007,3372,0,322,Less than 2 years (below associate),Public
Fortis College-Richmond,2010,3371,0,321,At least 2 but less than 4 years,Private for-profit
Heritage College-Kansas City,2012,3370,0,321,Four or more years,Private for-profit
Scottsdale Community College,2011,3368,0,321,At least 2 but less than 4 years,Public
Washington County Adult Skill Center,2007,3368,0,321,Less than 2 years (below associate),Public
Everest College-Woodbridge,2013,3366,0,321,Less than 2 years (below associate),Private for-profit
Springfield Beauty Academy,2012,3365,0,321,Less than 2 years (below associate),Private for-profit
Cortiva Institute-Tucson,2006,3365,0,321,Less than 2 years (below associate),Private for-profit
Assemblies of God Theological Seminary,2008,3364,0,320,Four or more years,Private not-for-profit
Applied Technology Services,2010,3363,0,320,Less than 2 years (below associate),Public
Regency Beauty Institute-St Peters,2007,3362,0,320,Less than 2 years (below associate),Private for-profit
Southside Regional Medical Center Professional Schools,2012,3360,0,317,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2012,3359,0,317,At least 2 but less than 4 years,Private for-profit
Regency Beauty Institute-Mesa,2010,3357,0,317,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2007,3355,0,316,Less than 2 years (below associate),Private for-profit
Paul D Camp Community College,2010,3355,0,316,At least 2 but less than 4 years,Public
Richmond School of Health and Technology,2012,3354,0,316,At least 2 but less than 4 years,Private for-profit
Regency Beauty Institute-Independence,2009,3351,0,316,Less than 2 years (below associate),Private for-profit
Carsten Institute of Cosmetology,2009,3350,0,315,Less than 2 years (below associate),Private for-profit
Avalon School of Cosmetology-Mesa,2009,3348,0,313,Less than 2 years (below associate),Private for-profit
Applied Technology Services,2009,3345,0,313,Less than 2 years (below associate),Public
Southwest College of Naturopathic Medicine & Health Sciences,2008,3344,0,313,Four or more years,Private not-for-profit
Scottsdale Community College,2010,3344,0,312,At least 2 but less than 4 years,Public
Central Virginia Community College,2013,3343,0,312,At least 2 but less than 4 years,Public
Miller-Motte Technical College-Roanoke,2013,3341,0,312,At least 2 but less than 4 years,Private for-profit
Dabney S Lancaster Community College,2007,3336,0,311,At least 2 but less than 4 years,Public
Covenant Theological Seminary,2010,3335,0,309,Four or more years,Private not-for-profit
North Idaho College,2006,3334,0,308,At least 2 but less than 4 years,Public
Eastern Arizona College,2013,3331,0,308,At least 2 but less than 4 years,Public
Regency Beauty Institute-Roanoke,2012,3330,0,307,At least 2 but less than 4 years,Private for-profit
Danville Community College,2013,3330,0,307,At least 2 but less than 4 years,Public
Empire Beauty School-NW Phoenix,2007,3327,0,307,Less than 2 years (below associate),Private for-profit
St Louis College of Health Careers-Fenton,2008,3325,0,306,At least 2 but less than 4 years,Private for-profit
Sanford-Brown College-Fenton,2006,3325,0,306,Four or more years,Private for-profit
Boise Barber College,2012,3324,0,306,Less than 2 years (below associate),Private for-profit
Rappahannock Community College,2013,3322,0,306,At least 2 but less than 4 years,Public
Headmasters School of Hair Design,2013,3318,0,305,At least 2 but less than 4 years,Private for-profit
South Mountain Community College,2009,3317,0,305,At least 2 but less than 4 years,Public
Brookline College-Tucson,2006,3315,0,304,Four or more years,Private for-profit
Missouri State University-West Plains,2012,3314,0,304,At least 2 but less than 4 years,Public
North Idaho College,2013,3314,0,304,At least 2 but less than 4 years,Public
Virginia College-Richmond,2012,3314,0,304,Less than 2 years (below associate),Private for-profit
Everest College-Chesapeake,2011,3312,0,304,At least 2 but less than 4 years,Private for-profit
University of the Potomac-VA Campus,2009,3310,0,303,Four or more years,Private for-profit
Wentworth Military Academy & Junior College,2010,3306,0,303,At least 2 but less than 4 years,Private not-for-profit
Southwest Virginia Community College,2010,3305,0,302,At least 2 but less than 4 years,Public
American Institute of Technology,2006,3302,0,302,Less than 2 years (below associate),Private for-profit
Gateway Community College,2008,3301,0,301,At least 2 but less than 4 years,Public
Southwest Virginia Community College,2008,3301,0,301,At least 2 but less than 4 years,Public
Toni & Guy Hairdressing Academy-Coeur D Alene,2008,3299,0,301,At least 2 but less than 4 years,Private for-profit
Franklin Technology-MSSU,2008,3294,0,301,Less than 2 years (below associate),Public
Brookline College-Tempe,2006,3293,0,300,At least 2 but less than 4 years,Private for-profit
Central Arizona College,2011,3291,0,300,At least 2 but less than 4 years,Public
Arizona College-Glendale,2007,3291,0,300,At least 2 but less than 4 years,Private for-profit
Arizona Western College,2013,3289,0,299,At least 2 but less than 4 years,Public
Saline County Career Center,2010,3287,0,298,Less than 2 years (below associate),Public
Southwest Virginia Community College,2011,3286,0,298,At least 2 but less than 4 years,Public
Saint Louis Community College,2013,3285,0,297,At least 2 but less than 4 years,Public
Wytheville Community College,2013,3285,0,297,At least 2 but less than 4 years,Public
Virginia Western Community College,2013,3282,0,295,At least 2 but less than 4 years,Public
South Mountain Community College,2007,3282,0,294,At least 2 but less than 4 years,Public
Southwest Virginia Community College,2012,3277,0,294,At least 2 but less than 4 years,Public
Le Cordon Bleu College of Culinary Arts-St Louis,2012,3273,0,294,Four or more years,Private for-profit
Culpeper Cosmetology Training Center,2011,3270,0,294,Less than 2 years (below associate),Public
Eastern Arizona College,2012,3269,0,293,At least 2 but less than 4 years,Public
Vatterott College-Springfield,2006,3264,0,293,At least 2 but less than 4 years,Private for-profit
Danville Community College,2009,3261,0,293,At least 2 but less than 4 years,Public
University of Phoenix-Fairfield County Campus,2010,3260,0,293,Four or more years,Private for-profit
Midwestern Baptist Theological Seminary,2006,3259,0,292,Four or more years,Private not-for-profit
Paradise Valley Community College,2013,3259,0,292,At least 2 but less than 4 years,Public
South Central Career Center,2006,3258,0,292,Less than 2 years (below associate),Public
Dabney S Lancaster Community College,2008,3256,0,291,At least 2 but less than 4 years,Public
Utah College of Massage Therapy-Phoenix,2011,3252,0,291,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2009,3250,0,291,Less than 2 years (below associate),Private for-profit
WellSpring School of Allied Health-Kansas City,2009,3249,0,290,At least 2 but less than 4 years,Private for-profit
Washington County Adult Skill Center,2008,3249,0,290,Less than 2 years (below associate),Public
ITT Technical Institute-Boise,2006,3247,0,290,Four or more years,Private for-profit
Fortis College-Norfolk,2010,3246,0,290,At least 2 but less than 4 years,Private for-profit
Northland Pioneer College,2012,3246,0,289,At least 2 but less than 4 years,Public
Southwest Virginia Community College,2006,3244,0,289,At least 2 but less than 4 years,Public
South Mountain Community College,2010,3243,0,289,At least 2 but less than 4 years,Public
Lord Fairfax Community College,2013,3242,0,289,At least 2 but less than 4 years,Public
Empire Beauty School-North Tucson,2011,3239,0,288,Less than 2 years (below associate),Private for-profit
Henrico County-Saint Marys Hospital School of Practical Nursing,2009,3238,0,288,Less than 2 years (below associate),Public
Anthem College-Maryland Heights,2006,3235,0,287,At least 2 but less than 4 years,Private for-profit
National American University-Zona Rosa,2008,3235,0,287,Four or more years,Private for-profit
Saint Louis Community College,2011,3234,0,287,At least 2 but less than 4 years,Public
Regency Beauty Institute-North Tucson,2011,3234,0,287,Less than 2 years (below associate),Private for-profit
Lake Career and Technical Center,2011,3233,0,287,Less than 2 years (below associate),Public
Paul Mitchell the School-St Louis,2013,3232,0,286,Less than 2 years (below associate),Private for-profit
Everest College-Mesa,2009,3230,0,286,Four or more years,Private for-profit
Central Arizona College,2012,3227,0,286,At least 2 but less than 4 years,Public
American Trade School,2012,3226,0,285,Four or more years,Private for-profit
Brigham Young University-Idaho,2006,3225,0,285,Four or more years,Private not-for-profit
Phoenix College,2013,3222,0,284,At least 2 but less than 4 years,Public
Arizona Western College,2010,3221,0,284,At least 2 but less than 4 years,Public
Washington County Adult Skill Center,2010,3218,0,283,Less than 2 years (below associate),Public
Toni & Guy Hairdressing Academy-Boise,2013,3215,0,283,At least 2 but less than 4 years,Private for-profit
National Academy of Beauty Arts-St Louis,2010,3214,0,282,Less than 2 years (below associate),Private for-profit
St Louis College of Health Careers-Fenton,2013,3213,0,282,At least 2 but less than 4 years,Private for-profit
Danville Community College,2010,3212,0,282,At least 2 but less than 4 years,Public
St Charles Community College,2009,3211,0,282,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2011,3209,0,282,At least 2 but less than 4 years,Public
Cosmetology School of Arts and Sciences,2012,3208,0,281,Four or more years,Private for-profit
Gateway Community College,2007,3206,0,281,At least 2 but less than 4 years,Public
Central Arizona College,2010,3203,0,281,At least 2 but less than 4 years,Public
Dabney S Lancaster Community College,2009,3202,0,281,At least 2 but less than 4 years,Public
Fortis College-Norfolk,2009,3200,0,281,At least 2 but less than 4 years,Private for-profit
Regency Beauty Institute-East Tucson,2010,3200,0,281,Less than 2 years (below associate),Private for-profit
WellSpring School of Allied Health-Kansas City,2011,3199,0,280,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2011,3199,0,280,Less than 2 years (below associate),Private for-profit
Mountain Empire Community College,2011,3199,0,280,At least 2 but less than 4 years,Public
GateWay Community College,2012,3199,0,280,At least 2 but less than 4 years,Public
Mountain Empire Community College,2010,3197,0,280,At least 2 but less than 4 years,Public
Carsten Institute of Cosmetology,2013,3197,0,279,Less than 2 years (below associate),Private for-profit
Cortiva Institute-Tucson,2010,3195,0,279,Less than 2 years (below associate),Private for-profit
Edward Via College of Osteopathic Medicine,2010,3194,0,279,Four or more years,Private not-for-profit
Avi Career Training,2008,3192,0,279,Less than 2 years (below associate),Private for-profit
House of Heavilin Beauty College-Blue Springs,2012,3188,0,279,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2011,3186,0,278,Less than 2 years (below associate),Private for-profit
Arizona State University-Skysong,2012,3182,0,278,Less than 2 years (below associate),Private for-profit
Everest College-Phoenix,2009,3182,0,277,Four or more years,Private for-profit
Glendale Community College,2007,3181,0,277,At least 2 but less than 4 years,Public
Fortis College-Norfolk,2007,3178,0,277,At least 2 but less than 4 years,Private for-profit
Toni & Guy Hairdressing Academy-Coeur D Alene,2007,3175,0,277,At least 2 but less than 4 years,Private for-profit
Headmasters School of Hair Design,2012,3174,0,276,At least 2 but less than 4 years,Private for-profit
South Mountain Community College,2006,3173,0,276,At least 2 but less than 4 years,Public
ITT Technical Institute-Arnold,2006,3169,0,276,Four or more years,Private for-profit
Razzle Dazzle College of Hair Design Inc,2012,3164,0,274,At least 2 but less than 4 years,Private for-profit
Skyline College-Roanoke,2007,3163,0,274,Four or more years,Private for-profit
Danville Community College,2011,3163,0,274,At least 2 but less than 4 years,Public
Everest College-McLean,2008,3163,0,274,At least 2 but less than 4 years,Private for-profit
Carrington College-Mesa,2013,3157,0,273,At least 2 but less than 4 years,Private for-profit
Central Virginia Community College,2011,3155,0,273,At least 2 but less than 4 years,Public
Maricopa Skill Center,2013,3152,0,272,Less than 2 years (below associate),Public
Stratford University,2006,3150,0,272,Four or more years,Private for-profit
Danville Community College,2008,3149,0,272,At least 2 but less than 4 years,Public
Kaplan College-Phoenix,2013,3143,0,271,At least 2 but less than 4 years,Private for-profit
Midwestern Baptist Theological Seminary,2008,3142,0,271,Four or more years,Private not-for-profit
L'Ecole Culinaire-St Louis,2011,3141,0,271,At least 2 but less than 4 years,Private for-profit
Richard Bland College of the College of William and Mary,2013,3141,0,271,At least 2 but less than 4 years,Public
Applied Technology Services,2013,3140,0,270,Less than 2 years (below associate),Public
College of Southern Idaho,2013,3138,0,270,At least 2 but less than 4 years,Public
Gateway Community College,2006,3134,0,269,At least 2 but less than 4 years,Public
Toni & Guy Hairdressing Academy-Coeur D Alene,2012,3131,0,268,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2010,3131,0,268,At least 2 but less than 4 years,Private for-profit
Sikeston Career and Technology Center,2010,3127,0,267,Less than 2 years (below associate),Public
Mountain Empire Community College,2009,3125,0,267,At least 2 but less than 4 years,Public
Regency Beauty Institute-East Tucson,2009,3125,0,267,Less than 2 years (below associate),Private for-profit
Regency Beauty Institute-Mesa,2012,3123,0,267,Four or more years,Private for-profit
Everest College-Newport News,2010,3121,0,266,At least 2 but less than 4 years,Private for-profit
Tucson College,2011,3120,0,266,Less than 2 years (below associate),Private for-profit
The Art Institute of Tucson,2008,3119,0,266,Four or more years,Private for-profit
International Academy of Hair Design,2011,3117,0,264,Less than 2 years (below associate),Private for-profit
Applied Technology Services,2011,3116,0,263,Less than 2 years (below associate),Public
Vatterott College-St Joseph,2008,3114,0,263,At least 2 but less than 4 years,Private for-profit
Phoenix College,2012,3114,0,263,At least 2 but less than 4 years,Public
Clinton Technical School,2012,3113,0,262,Less than 2 years (below associate),Public
ITT Technical Institute-Earth City,2006,3110,0,262,Four or more years,Private for-profit
Sikeston Career and Technology Center,2013,3105,0,262,Less than 2 years (below associate),Public
Northland Pioneer College,2011,3104,0,262,At least 2 but less than 4 years,Public
Penrose Academy,2013,3104,0,262,Less than 2 years (below associate),Private for-profit
Glendale Community College,2008,3103,0,261,At least 2 but less than 4 years,Public
Lex La-Ray Technical Center,2012,3102,0,261,Less than 2 years (below associate),Public
Paul D Camp Community College,2011,3101,0,260,At least 2 but less than 4 years,Public
Argosy University-Phoenix,2009,3100,0,260,Four or more years,Private for-profit
